659;Sulatejuusto, rasvaa 9-12 %, v%ae%h%ae%rasvainen;FI
661;J%ae%%ae%tel%oe%, pehmytj%ae%%ae%tel%oe%, vohveli;FI
663;J%ae%%ae%tel%oe%, kermaj%ae%%ae%tel%oe%;FI
664;J%ae%%ae%tel%oe%, kermaj%ae%%ae%tel%oe%puikko, suklaakuorrute, keskiarvo;FI
665;J%ae%%ae%tel%oe%, kermaj%ae%%ae%tel%oe%tuutti;FI
666;J%ae%%ae%tel%oe%, maitoj%ae%%ae%tel%oe%;FI
667;J%ae%%ae%tel%oe%, sokeriton, keinotekoisesti makeutettu, rasvaa 6,5 %;FI
668;J%ae%%ae%tel%oe%, kermaj%ae%%ae%tel%oe%, rasvaa yli 12 %, keskiarvo;FI
669;J%ae%%ae%tel%oe%, rasvaton;FI
672;Maitojauhe, rasvaton;FI
675;Maito, kevytmaito, vl, d-vitamiinia 1 ug;FI
680;Viili, maustamaton, rasvaa 1 %, ykk%oe%sviili;FI
682;Tuorejuusto, rasvaa 30 %, maustettu, creme bonjour/cantadou;FI
684;Maito, kevytmaito, d-vitamiinia 1 ug;FI
685;Jogurtti, maustettu, rasvaton, osittain keinotekoisesti makeutettu, ka.;FI
686;Jogurtti, maustettu, rasvaa 7 %;FI
687;Jogurtti, ruoanvalmistusjogurtti, rasvaa 6-8 %, vl;FI
689;Maito, t%ae%ysmaito, d-vitamiinia 1 ug;FI
690;Juusto, salaattijuusto, rasvaa 18 %, lehm%ae%nmaito, suolaliemess%ae%;FI
691;Juusto, emmentaljuusto, rasvaa 27-30 %, suurikoloinen, sinileima/gruyere;FI
698;Juusto, cheddar, rasvaa 34 %;FI
699;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 15 %;FI
701;Sianruho, keskirasvainen;FI
703;Siankyljys/selk%ae%, paksu rasvakerros;FI
704;Siankinkku, silavoineen;FI
705;Sianlapa;FI
706;Siankylki;FI
707;Pekoni, 32 % rasvaa;FI
708;Sian selk%ae%silava;FI
709;Sianpotka;FI
711;Jauheliha, sika-nauta;FI
712;Jauheliha, naudan, v%ae%h%ae%rasvainen, rasvaa 7 %;FI
713;Sianliha, keskiarvo;FI
714;Naudanliha, rasvainen, keskiarvo;FI
716;Naudanruho, keskirasvainen, 13 % rasvaa;FI
718;Naudanpaisti;FI
719;Naudanlapa/etuselk%ae%, naudan keittoliha;FI
720;Naudanpotka;FI
721;Naudanrinta;FI
722;Naudanfilee, ulkofilee;FI
723;Naudankylki;FI
726;Vasikanpaisti;FI
730;Lampaanliha, v%ae%h%ae%rasvainen;FI
731;Lampaanliha, rasvainen;FI
732;Lampaanpaisti;FI
734;Poronliha;FI
735;Hirvenliha;FI
736;J%ae%nis;FI
737;Kani;FI
741;Lihas%ae%ilyke, naudanliha;FI
743;Lihas%ae%ilyke, sika-nauta;FI
747;Lihahyytel%oe%;FI
748;Sianpaisti, v%ae%h%ae%rasvainen;FI
750;Kana;FI
751;Broileri, kokonainen, nahkoineen, raaka;FI
752;Kalkkuna nahkoineen;FI
753;Mets%ae%lintu;FI
754;Broilerisuikale;FI
775;Kokolihaleikkele, saunapalvikinkku, rasvaa 6 %;FI
776;Kokolihaleikkele, naudanlihaleikkele, rasvaa 2,8 %;FI
779;Kokolihaleikkele, keittokinkku, rasvaa 3 %;FI
786;Maksa, naudan;FI
787;Maksa, sian;FI
788;Maksa, broilerin;FI
789;Maksa, poron;FI
790;Maksa, keskiarvo;FI
791;Munuainen;FI
792;Syd%ae%n, naudan;FI
793;Kieli, naudan;FI
794;Veri;FI
797;Kokolihaleikkele, poroleikkele, kylm%ae%savustettu;FI
799;Kokolihaleikkele, kinkkuleikkele, v%ae%h%ae%rasvainen, rasvaa 3 %;FI
800;Silakka, tuore, it%ae%meri;FI
801;Silakka, suolattu, it%ae%meri;FI
802;Silakka, savustettu, it%ae%meri;FI
803;Silli, tynnyriin suolattu;FI
804;Turska;FI
805;Kuha;FI
806;Puna-ahven, savustettu;FI
807;Sinipallas, savustettu;FI
809;Muikku, j%ae%rvi;FI
810;Muikku, j%ae%rvi, suolattu;FI
811;Muikku, j%ae%rvi, savustettu;FI
812;Ahven;FI
813;Hauki;FI
814;Lahna;FI
815;Siika;FI
816;Siika, savustettu;FI
817;Lohi, kokonainen;FI
818;Lohi, tuoresuolattu;FI
819;Made;FI
820;Kampela;FI
821;Ankerias;FI
822;Kirjolohi, kokonainen, keskiarvo;FI
823;Taimen;FI
824;Kala, keskiarvo, silakka/muikku/ahven/hauki;FI
825;Nahkiainen, savustettu;FI
826;Seiti, pakaste;FI
828;Tonnikala, %oe%ljyss%ae%, s%ae%ilyke;FI
829;Anjovis;FI
830;Lohi, %oe%ljyss%ae%;FI
831;Sardiini, keskiarvo, %oe%ljyss%ae% ja tomaattikastikkeessa;FI
832;Kaviaari, sammen m%ae%ti;FI
833;M%ae%titahna;FI
834;Sinisimpukka, vedess%ae%, s%ae%ilyke;FI
835;Katkarapu;FI
836;Rapu;FI
837;Silli, mauste/suolasilli, keskiarvo;FI
838;Silakka, mauste/suolasilakka, keskiarvo;FI
844;Lahna, savustettu;FI
845;S%ae%rki;FI
846;Puna-ahven, punasimppu, pakaste;FI
848;Kirjolohifilee, meri;FI
851;Kananmunan keltuainen, 34 % kananmunan massasta;FI
852;Kananmunan valkuainen, 66 % kananmunan massasta;FI
855;Viiri%ae%isen muna;FI
856;Kala, savustettu, keskiarvo, v%ae%h%ae%rasvainen;FI
857;Kala, savustettu, keskiarvo, rasvainen;FI
858;Kananmuna, kuoreton;FI
859;Silli, valkosipuli-/sinappikastikkeessa;FI
860;Silakka, tilli-/sinappikastikkeessa;FI
862;Tonnikala;FI
863;Osteri;FI
864;Etana;FI
865;Mustekala;FI
866;Hummeri;FI
870;Kirjolohifilee, tuoresuolattu;FI
871;Lohifilee;FI
900;Kahvi, kahvijuoma, keskiarvo;FI
901;Tee;FI
902;Olut, keskiolut, 4,5 til% alkoholia;FI
903;Olut, a-olut, 5-5,5 til% alkoholia;FI
904;Viini, keskiarvo, 8-15 til% alkoholia;FI
905;V%ae%kev%ae% viini, makea, katkero, sherry, vermutti, madeira, hedelm%ae%viini;FI
906;Viina, kirkas, vodka, gini;FI
907;Konjakki/rommi/viski, 40 til% alkoholia;FI
908;Lik%oe%%oe%ri, 20-30 til% alkoholia;FI
909;Gin long drink, 5,5 til%;FI
910;Virvoitusjuoma;FI
911;Siideri, makea, <3 til% alkoholia;FI
912;Sima;FI
913;Olut, i-olut, <2,8 til% alkoholia;FI
914;Kalja, kotiolut;FI
915;Kivenn%ae%isvesi, mineraalivesi;FI
917;Tee, sitruunateejuomajauhe, valmistamaton, sokerilla makeutettu pikatee;FI
920;Virvoitusjuoma, sokeriton, light;FI
921;Kivenn%ae%isvesi, v%ae%h%ae%natriuminen;FI
922;Vesi, vesijohtovesi;FI
923;Tee, yrttitee;FI
924;Punaviini;FI
925;Valkoviini, kuiva;FI
926;Valkoviini, makea;FI
928;Virvoitusjuoma, kolajuoma, keskiarvo;FI
929;Viinietikka;FI
930;Kahvi, suodatinkahvijuoma;FI
931;Kahvi, pannukahvijuoma;FI
932;Kahvi, cappuccino, makeuttamaton, t%ae%ysmaito;FI
933;V%ae%kiviinaetikka;FI
934;Hunaja-omena-viinietikka;FI
936;Mieto viini, 4-5 til% alkoholia;FI
937;Tee, vihre%ae% tee;FI
938;Virvoitusjuoma, osittain keinotekoisesti makeutettu;FI
939;Siideri, makea, 4,7 til% alkoholia;FI
940;Olut, vahva, 7,5-8 til% alkoholia;FI
